Datetime,Solar_Radiation_W_m2,Wind_Speed_10m_m_s,Temperature_2m_C,Load_kW,Solar_Power_kW,Wind_Power_kW,Net_Power_kW,Total_Generated_Power_kW,Battery_Energy_kWh,Battery_SoC_%,Unmet_Load_kWh,Dumped_Energy_kWh
2023-01-01 20:00:00,0.0,3.18,-1.65,5.0,0.0,0.1378749897,-4.8621250103,0.1378749897,5.404621883662498,27.02310941831249,0.0,0.0
2023-01-01 21:00:00,0.0,3.24,-2.34,0.0,0.0,0.1458274104,0.1458274104,0.1458274104,5.550449294062498,27.752246470312492,0.0,0.0
2023-01-01 22:00:00,0.0,3.29,-2.98,0.0,0.0,0.1526834015875,0.1526834015875,0.1526834015875,5.703132695649998,28.51566347824999,0.0,0.0
2023-01-01 23:00:00,0.0,3.3,-3.43,0.0,0.0,0.15407988749999998,0.15407988749999998,0.15407988749999998,5.857212583149998,29.286062915749987,0.0,0.0
2023-01-02 00:00:00,0.0,3.28,-3.84,0.0,0.0,0.15129537919999997,0.15129537919999997,0.15129537919999997,6.008507962349998,30.04253981174999,0.0,0.0
2023-01-02 01:00:00,0.0,3.26,-4.14,0.0,0.0,0.14854462209999994,0.14854462209999994,0.14854462209999994,6.157052584449998,30.78526292224999,0.0,0.0
2023-01-02 02:00:00,0.0,3.21,-4.4,0.0,0.0,0.14181404028749997,0.14181404028749997,0.14181404028749997,6.298866624737498,31.49433312368749,0.0,0.0
2023-01-02 03:00:00,0.0,3.11,-4.65,0.0,0.0,0.12896899041249998,0.12896899041249998,0.12896899041249998,6.427835615149998,32.13917807574999,0.0,0.0
2023-01-02 04:00:00,0.0,3.02,-4.84,0.0,0.0,0.11809321929999998,0.11809321929999998,0.11809321929999998,6.545928834449998,32.72964417224999,0.0,0.0
2023-01-02 05:00:00,0.0,3.05,-4.87,0.0,0.0,0.12164762968749997,0.12164762968749997,0.12164762968749997,6.667576464137498,33.33788232068749,0.0,0.0
2023-01-02 06:00:00,0.0,3.16,-4.72,5.0,0.0,0.1352899016,-4.8647100984,0.1352899016,4.0,20.0,2.197133634262502,0.0
2023-01-02 07:00:00,17.83,3.32,-4.0,5.0,0.1783,0.15689835279999997,-4.6648016472,0.3351983528,4.0,20.0,4.6648016472,0.0
2023-01-02 08:00:00,159.93,4.74,-0.73,5.0,1.5993000000000002,0.4566034179000001,-2.9440965821,2.0559034179,4.0,20.0,2.9440965821,0.0
2023-01-02 09:00:00,315.73,4.06,2.1,0.0,3.1573,0.28693414609999984,3.4442341461,3.4442341461,7.4442341460999994,37.2211707305,0.0,0.0
2023-01-02 10:00:00,431.4,4.28,5.25,0.0,4.314,0.33615179920000005,4.6501517992,4.6501517992,12.094385945299999,60.471929726499994,0.0,0.0
2023-01-02 11:00:00,493.6,3.96,7.39,0.0,4.936,0.2662500456,5.2022500456,5.2022500456,17.2966359909,86.4831799545,0.0,0.0
2023-01-02 12:00:00,493.65,3.52,8.92,0.0,4.9365,0.18699591679999997,5.1234959168,5.1234959168,20.0,100.0,0.0,2.4201319077
2023-01-02 13:00:00,437.5,3.05,9.38,0.0,4.375,0.12164762968749997,4.4966476296875,4.4966476296875,20.0,100.0,0.0,4.4966476296875015
2023-01-02 14:00:00,322.33,2.86,9.11,0.0,3.2232999999999996,0.10030030009999998,3.3236003000999994,3.3236003000999994,20.0,100.0,0.0,3.3236003001000007
2023-01-02 15:00:00,167.73,2.19,6.24,0.0,1.6773,0.04503358046249999,1.7223335804625,1.7223335804625,20.0,100.0,0.0,1.7223335804625002
2023-01-02 16:00:00,22.05,3.16,0.92,0.0,0.2205,0.1352899016,0.3557899016,0.3557899016,20.0,100.0,0.0,0.35578990160000146
2023-01-02 17:00:00,0.0,3.61,-1.32,0.0,0.0,0.20170921478749995,0.20170921478749995,0.20170921478749995,20.0,100.0,0.0,0.20170921478749904
2023-01-02 18:00:00,0.0,3.73,-2.16,5.0,0.0,0.22250031413749996,-4.7774996858625,0.22250031413749996,15.2225003141375,76.1125015706875,0.0,0.0
2023-01-02 19:00:00,0.0,3.78,-2.76,5.0,0.0,0.23156852669999994,-4.7684314733,0.23156852669999994,10.4540688408375,52.2703442041875,0.0,0.0
2023-01-02 20:00:00,0.0,3.73,-3.13,5.0,0.0,0.22250031413749996,-4.7774996858625,0.22250031413749996,5.676569154975001,28.382845774875005,0.0,0.0
2023-01-02 21:00:00,0.0,3.61,-3.3,0.0,0.0,0.20170921478749995,0.20170921478749995,0.20170921478749995,5.8782783697625005,29.391391848812503,0.0,0.0
2023-01-02 22:00:00,0.0,3.44,-3.4,0.0,0.0,0.17453376639999996,0.17453376639999996,0.17453376639999996,6.0528121361625,30.2640606808125,0.0,0.0
2023-01-02 23:00:00,0.0,3.22,-3.49,0.0,0.0,0.1431435383,0.1431435383,0.1431435383,6.195955674462501,30.979778372312506,0.0,0.0
2023-01-03 00:00:00,0.0,3.04,-3.61,0.0,0.0,0.12045501439999999,0.12045501439999999,0.12045501439999999,6.316410688862501,31.582053444312503,0.0,0.0
2023-01-03 01:00:00,0.0,2.91,-3.68,0.0,0.0,0.10565330816250001,0.10565330816250001,0.10565330816250001,6.422063997025001,32.110319985125,0.0,0.0
2023-01-03 02:00:00,0.0,2.8,-3.71,0.0,0.0,0.09411919999999996,0.09411919999999996,0.09411919999999996,6.516183197025001,32.580915985125,0.0,0.0
2023-01-03 03:00:00,0.0,2.7,-3.74,0.0,0.0,0.08439086250000001,0.08439086250000001,0.08439086250000001,6.600574059525001,33.002870297625,0.0,0.0
2023-01-03 04:00:00,0.0,2.64,-3.79,0.0,0.0,0.0788889024,0.0788889024,0.0788889024,6.679462961925001,33.39731480962501,0.0,0.0
2023-01-03 05:00:00,0.0,2.71,-3.82,0.0,0.0,0.0853320159125,0.0853320159125,0.0853320159125,6.764794977837501,33.823974889187504,0.0,0.0
2023-01-03 06:00:00,0.0,2.81,-3.76,5.0,0.0,0.0951312257875,-4.9048687742125,0.0951312257875,4.0,20.0,2.140073796374999,0.0
2023-01-03 07:00:00,17.27,2.83,-3.2,5.0,0.1727,0.0971769892625,-4.7301230107375,0.2698769892625,4.0,20.0,4.7301230107375,0.0
2023-01-03 08:00:00,156.43,3.02,0.7,5.0,1.5643000000000002,0.11809321929999998,-3.3176067807,1.6823932193000002,4.0,20.0,3.3176067807,0.0
2023-01-03 09:00:00,309.25,3.3,3.38,0.0,3.0925,0.15407988749999998,3.2465798875,3.2465798875,7.246579887499999,36.2328994375,0.0,0.0
2023-01-03 10:00:00,426.33,2.95,6.11,0.0,4.2633,0.11007030781250002,4.3733703078125,4.3733703078125,11.6199501953125,58.099750976562504,0.0,0.0
2023-01-03 11:00:00,489.62,2.91,9.39,0.0,4.896199999999999,0.10565330816250001,5.0018533081625,5.0018533081625,16.621803503475,83.10901751737501,0.0,0.0
2023-01-03 12:00:00,493.33,2.67,10.45,0.0,4.9333,0.08160897386249999,5.0149089738625,5.0149089738625,20.0,100.0,0.0,1.6367124773375004
2023-01-03 13:00:00,439.58,2.46,10.66,0.0,4.3958,0.06382773809999999,4.4596277381,4.4596277381,20.0,100.0,0.0,4.4596277381
2023-01-03 14:00:00,319.6,2.05,9.99,0.0,3.196,0.03693734843749998,3.2329373484375004,3.2329373484375004,20.0,100.0,0.0,3.232937348437499
2023-01-03 15:00:00,166.82,2.13,6.16,0.0,1.6682,0.041432672137499994,1.7096326721375,1.7096326721375,20.0,100.0,0.0,1.7096326721374986
2023-01-03 16:00:00,22.08,3.05,1.1,0.0,0.2208,0.12164762968749997,0.3424476296875,0.3424476296875,20.0,100.0,0.0,0.34244762968749853
2023-01-03 17:00:00,0.0,3.4,-1.46,0.0,0.0,0.16851589999999997,0.16851589999999997,0.16851589999999997,20.0,100.0,0.0,0.16851589999999916
2023-01-03 18:00:00,0.0,3.48,-2.5,5.0,0.0,0.18069322319999997,-4.8193067768,0.18069322319999997,15.180693223199999,75.90346611599999,0.0,0.0
2023-01-03 19:00:00,0.0,3.43,-2.9,5.0,0.0,0.1730160900125,-4.8269839099875,0.1730160900125,10.353709313212498,51.76854656606249,0.0,0.0
2023-01-03 20:00:00,0.0,3.3,-2.88,5.0,0.0,0.15407988749999998,-4.8459201125,0.15407988749999998,5.507789200712498,27.538946003562494,0.0,0.0
2023-01-03 21:00:00,0.0,3.12,-2.49,0.0,0.0,0.1302170688,0.1302170688,0.1302170688,5.638006269512498,28.190031347562496,0.0,0.0
2023-01-03 22:00:00,0.0,2.83,-1.65,0.0,0.0,0.0971769892625,0.0971769892625,0.0971769892625,5.735183258774998,28.67591629387499,0.0,0.0
2023-01-03 23:00:00,0.0,2.6,-0.8,0.0,0.0,0.0753571,0.0753571,0.0753571,5.810540358774998,29.05270179387499,0.0,0.0
2023-01-04 00:00:00,0.0,2.58,-0.46,0.0,0.0,0.0736314327,0.0736314327,0.0736314327,5.884171791474998,29.42085895737499,0.0,0.0
2023-01-04 01:00:00,0.0,2.64,-0.61,0.0,0.0,0.0788889024,0.0788889024,0.0788889024,5.963060693874998,29.81530346937499,0.0,0.0
2023-01-04 02:00:00,0.0,2.68,-0.91,0.0,0.0,0.08252936720000001,0.08252936720000001,0.08252936720000001,6.045590061074998,30.22795030537499,0.0,0.0
2023-01-04 03:00:00,0.0,2.66,-1.26,0.0,0.0,0.08069544910000001,0.08069544910000001,0.08069544910000001,6.1262855101749984,30.63142755087499,0.0,0.0
2023-01-04 04:00:00,0.0,2.61,-1.51,0.0,0.0,0.07622995353749998,0.07622995353749998,0.07622995353749998,6.202515463712499,31.012577318562496,0.0,0.0
2023-01-04 05:00:00,0.0,2.4,-1.36,0.0,0.0,0.05927039999999999,0.05927039999999999,0.05927039999999999,6.261785863712499,31.308929318562495,0.0,0.0
2023-01-04 06:00:00,0.0,2.11,-1.03,5.0,0.0,0.04027647916249999,-4.9597235208375,0.04027647916249999,4.0,20.0,2.697937657125001,0.0
2023-01-04 07:00:00,15.25,1.93,-0.7,5.0,0.1525,0.030823081887499996,-4.8166769181125,0.1833230818875,4.0,20.0,4.8166769181125,0.0
2023-01-04 08:00:00,151.73,1.74,1.7,5.0,1.5172999999999999,0.022586652899999997,-3.4601133471,1.5398866529,4.0,20.0,3.4601133471,0.0
2023-01-04 09:00:00,309.77,2.09,3.99,0.0,3.0976999999999997,0.03914199808749999,3.1368419980874997,3.1368419980874997,7.136841998087499,35.6842099904375,0.0,0.0
2023-01-04 10:00:00,424.15,2.57,6.84,0.0,4.2415,0.07277856748749997,4.3142785674875,4.3142785674875,11.451120565575,57.255602827874995,0.0,0.0
2023-01-04 11:00:00,484.0,3.25,8.39,0.0,4.84,0.14718183593749998,4.9871818359375,4.9871818359375,16.4383024015125,82.19151200756251,0.0,0.0
2023-01-04 12:00:00,482.67,3.91,9.24,0.0,4.8267,0.25629161941250006,5.0829916194125,5.0829916194125,20.0,100.0,0.0,1.5212940209250014
